id_messaggio,testo_messaggio,data_messaggio,data,in_risposta_a
18027369971361056,"@zerne_bog non ha affermati che chi c'è è preparato, ma che bisogna pensare alla preparazione, non al genere sessuale. Se una donna non è preparata, o a fa altro o non fa nulla e lo stesso deve valere per un uomo. Ingegneri donne ce ne sono molti meno, ma non credo tu abbia dati per valutare quanti e perché non accettano donne. Spari frasi campate per aria e questo e distruttivo a livello comunicativo.",2025-03-14 11:50:16,"1,741,949,416",18047317562062643
18023797655439748,Lunga vita a questa sinistra,2025-03-14 11:50:26,"1,741,949,426",
18054981352933555,Ma perché nessuno mette del tritolo nella redazione di Domani? Non meritate di respirare,2025-03-14 11:50:42,"1,741,949,442",
18133240408404916,"@manuela.salzanotruccatrice nessuno parla a nome di tutti, ma se uno da preferenza alla vagina piuttosto che alla preparazione, allora forse.dovrebbe non parlare proprio .",2025-03-14 11:51:07,"1,741,949,467",18047317562062643
18070800904675855,@federicobasemauri Federico… se solo capissi ciò che leggi,2025-03-14 11:51:37,"1,741,949,497",17941987511970671
18069306058884636,"@lo_spartiacque eppure lei ha scritto NON CE NE FREGA NULLA…, al mio paese è plurale non singolare! Allora la prossima volta impari a scrivere in prima persona",2025-03-14 11:52:35,"1,741,949,555",18047317562062643
18019115384679298,@lo_spartiacque ahahahaha perché il qualunquismo di questo commento invece non è campato per aria. Minimizzate sempre tutto quando non Ve ne frega un ca**o. Fate ridere.,2025-03-14 11:52:48,"1,741,949,568",18047317562062643
17902955469109032,@alessiomoroni_art Eh ma se non porta avanti le battaglie femministe non vale...,2025-03-14 11:53:14,"1,741,949,594",18045411659360434
18055882805115416,Ma in questa statistica sono presenti i dati occupazionali delle donne in mansioni gravose? Non vedo questa esigenza di parità in questi campi,2025-03-14 11:53:44,"1,741,949,624",
17902651698133989,Mi piacerebbe darvi un cervello per farvi capire come noi uomini e donne normodotati vi percepiamo. Probabilmente vorreste evaporare.,2025-03-14 11:54:10,"1,741,949,650",
18128176882417003,@lo_spartiacque studia,2025-03-14 11:54:15,"1,741,949,655",18052633895324030
17918574980960672,Giorgia Meloni,2025-03-14 11:54:34,"1,741,949,674",
18054944167916596,"@manuela.salzanotruccatrice al suo paese vi fermate troppo indietro. Avrebbe ragione se avesse scritto ""a noi tutti, uomini e donne, non frega nulla"". Ma siccome è un generico noi, lei non può stabilire quale fronte voglia rappresentare. ""Noi"" può essere lui e il suo fidanzato. Può essere lui e il gruppo che gestisce con lui la pagina. Lui e i follower della pagina. L'italiano è ""ragionare"" non farsi prendere dalla rabbia e spegnere le cellule cerebrali per dire quello che , in quel momento, si ritiene più offensivo e castrante.",2025-03-14 11:55:22,"1,741,949,722",18047317562062643
18062991296500292,Orcocane siete riusciti a sbagliare persino un titolo da temino della PRIMA ELEMENTARE 🤡🤣🤡,2025-03-14 11:55:44,"1,741,949,744",
18318757354207854,"@zerne_bog zeme, non rosicare! Volevo redarguirti, non rovinarti la giornata😂.",2025-03-14 11:56:45,"1,741,949,805",18047317562062643
18272892310269088,un'epoca ossessionata dai genitali 😂 adoro tutto e pagherei per sapere come la ricorderanno nel futuro (utopico) in cui l'umanità si sarà decisa a uscire da questa desolante adolescenzialità massificata,2025-03-14 11:56:50,"1,741,949,810",
18092701150555919,"""se ci fermiamo noi si ferma il mondo"", che autostima! Il Re è NUDM e la gente si sta svegliando",2025-03-14 11:56:53,"1,741,949,813",
18057603914089644,"@manuela.salzanotruccatrice detto da una persona che si dichiara sensiente, porcoilcristo e tutti gli apostoli🤦🏼✌🏻🍻",2025-03-14 11:57:17,"1,741,949,837",18047317562062643
18007515911709482,"@manuela.salzanotruccatrice che è esattamente quello che sto dicendo, a una donna normale non cambia che ci sia un uomo o una donna ma cosa esso/a fa",2025-03-14 11:58:04,"1,741,949,884",18133539895402940
18042376940590498,Persone dannose e pericolose per la collettività.,2025-03-14 11:58:17,"1,741,949,897",
18044922701368152,"@zerne_bog tipica uscita di chi non ha mai aperto un libro, eccetto forse la biografia di Elodie. Chiaramente, non per leggerla😂. Qualcosa mi dice che tra poco metterai un commento lapidario e poi subito mi bloccherai per avere l""ultima parola. 🤔 Siete così scontati.",2025-03-14 11:58:57,"1,741,949,937",18052633895324030
18063302359809295,"""Se ci fermiamo noi si ferma il mondo"" 😂 in Islanda fecero una cosa simile, il ""mondo"" andò avanti lo stesso. 🤷🏻‍♂️ problemi seri di megalomania mentre si dice agli altri di averli... 😂",2025-03-14 11:59:00,"1,741,949,940",
18069616444893400,🤦🏻‍♂️,2025-03-14 11:59:31,"1,741,949,971",
17874238245294225,"@lo_spartiacque dici cose che si contraddicono, cosa vuoi ""redarguire"" col tuo paternalismo spiccio perfettamente integrato nella società 😂",2025-03-14 12:00:37,"1,741,950,037",18047317562062643
17999186885757613,Si lamentano poi scelgono facoltà umanistiche ☕️🤡,2025-03-14 12:01:01,"1,741,950,061",
18066750100906455,@manuela.salzanotruccatrice lo stridio degli specchi è assordante. 😂,2025-03-14 12:01:02,"1,741,950,062",18047317562062643
17886486825127152,"pazzesco quindi mi stai dicendo che essere maschi o femmine non importa, l'importante è essere competenti indipendentemente da cosa si ha in mezzo alle gambe??? assurdo!",2025-03-14 12:02:07,"1,741,950,127",18045411659360434
17893655925192296,@lo_spartiacque poveretto 😂 ripeto prima di parlare di qualcosa studialo o taci,2025-03-14 12:02:58,"1,741,950,178",18052633895324030
18183659779309020,""" se ci fermiamo noi, si ferma il mondo "" 😂",2025-03-14 12:03:00,"1,741,950,180",
17959324502870755,@zerne_bog nell'articolo si parla di incarichi politici.,2025-03-14 12:04:23,"1,741,950,263",18052633895324030
18129051415409853,😂😂😂,2025-03-14 12:04:31,"1,741,950,271",
18053217370963695,"E ci sono solo maschi nelle posizioni di lavoro più usuranti.
Quindi?",2025-03-14 12:05:08,"1,741,950,308",
18085084672547646,"“Se ci fermiamo noi si ferma il mondo”…già, se ci fermiamo noi invece vi fermate voi perché non avete più meccanici, camionisti per i prodotti del quotidiano, muratori per riparare i vostri muri, raccoglitori per le vostre derrate alimentari, in altre parole tempo libero per chieder privilegi in nome della vagina. 🤦🏻‍♂️",2025-03-14 12:05:34,"1,741,950,334",
18274425565301642,"""GNOOOOOOO NON È VERO MISANTRIKEHHHHHHH E GIORGIA MELONI ALLORAHHH???!!!11+ EH???EH1111?"". Anche oggi il circo dei maschi frustrati ha dato spettacolo 🎪🎪🎪🤡🤡🤡🤡🤡🤡",2025-03-14 12:06:02,"1,741,950,362",
18005769323559422,"@zerne_bog che patetica imbecille😂. ""Studia!"" ""Taci!"". Ma ti scaccoli, mentre scrivi certe cose😂. Che vergogna...",2025-03-14 12:06:23,"1,741,950,383",18052633895324030
17904029901031498,@babbio.it il problema è proprio questo ci sono milioni di donne molto più capaci dei colleghi maschi ma essendo donne vengono retribuite di meno e difficilmente hanno un incarico più elevato dei colleghi maschi con stesse identiche mansioni,2025-03-14 12:06:46,"1,741,950,406",18133539895402940
17869648824331212,La sessualizzazione delle conpetenze,2025-03-14 12:06:49,"1,741,950,409",
18270965254252590,"@lo_spartiacque sono un uomo, merda",2025-03-14 12:07:26,"1,741,950,446",18052633895324030
18284477230216600,"@frigo.r_mortis vero, mea culpa, ciò non toglie che la situazione sia grave in ogni ambito",2025-03-14 12:08:12,"1,741,950,492",18052633895324030
18165951631327748,"@mine.strength stavo cercando le statistiche del nulla cosmico successo in Islanda per lo sciopero delle donne, non le ho trovate, ho optato per l’attacco diretto 🤣🫶🏻",2025-03-14 12:08:30,"1,741,950,510",18063302359809295
17960738264761124,"@zerne_bog non ho capito: ""sei un uomo-merda""? Strana creatura 😂. Immagino che odorino. Comunque che fai, ti arrabbi se ti scambio per una donna? È così umiliante per te?",2025-03-14 12:10:39,"1,741,950,639",18052633895324030
18068742103810041,🥱 🥱 🥱 🥱 🥱 🥱 🥱 🥱 🥱 🥱,2025-03-14 12:10:54,"1,741,950,654",
18334082242080518,"@the_hiking_polyglot avevo letto un articolo a riguardo. Il sunto era che praticamente la ""protesta"" femminista non aveva avuto nessun effetto sulla vita di tutti i giorni come millantavano. In pratica tu hai detto in modo ""empirico"" ciò che riassumeva l'articolo 😂🙌🏻",2025-03-14 12:11:14,"1,741,950,674",18063302359809295
17926804053021415,@mine.strength me lo ricordo bene. È che volevo la prova 😉,2025-03-14 12:14:45,"1,741,950,885",18063302359809295
18053999114155738,"@lo_spartiacque no non è umiliante, sei più umiliante tu per te stesso che sei partito con mansplaining, insegnando come vivere non sapendo che sono uomo😂 comunque stai tranquillo non ti blocco 😂 mi fai sganasciare",2025-03-14 12:15:31,"1,741,950,931",18052633895324030
18058922056875449,@ap_me e poi come la plachi la sete senza fine di potere e controllo? 😂,2025-03-14 12:15:38,"1,741,950,938",18333666259090110
18306249631233472,Mashghio biango patriarcatp,2025-03-14 12:16:33,"1,741,950,993",
18068232835729089,@the_hiking_polyglot ah non basta credere alle coglionate che dice la corrente mainstream e/o l'influnzer ritardato di turno? 😂,2025-03-14 12:16:56,"1,741,951,016",18063302359809295
18089824267573996,Detto in un periodo storico in cui il presidente del consiglio e il leader dell'opposizione sono entrambe donne fa un pochino ridere.,2025-03-14 12:16:58,"1,741,951,018",
17966946701853699,"@zerne_bog ti sei sentito degradato perché mi sono rivolto a te come fossi donna. Questo perché per me non conta se hai un pene o una vagina, per te si. Già qui si vede il divario...",2025-03-14 12:22:47,"1,741,951,367",18052633895324030
18034744481540360,@lo_spartiacque non hai capito ma non mi stupisco 😂,2025-03-14 12:23:37,"1,741,951,417",18052633895324030
18075829237741795,Ogni giorno entro su Instagram e imparo un neologismo inutile.,2025-03-14 12:24:34,"1,741,951,474",
18059263607059333,@zerne_bog uno come te come può stupirsi? Solo afferrare un concetto porta stupore. 😂,2025-03-14 12:26:19,"1,741,951,579",18052633895324030
17897063139172919,"@the_hiking_polyglot la società piomberebbe nella preistoria, e forse è solo questo il modo di farci sentire.",2025-03-14 12:27:56,"1,741,951,676",18085084672547646
17962459022859193,Il ministro non sa quello che dice....,2025-03-14 12:29:06,"1,741,951,746",
18052950998180787,"Avete ragione, MURATORI, CARPENTIRI, NETTURBINI, IDRAULICI, ELETTRICISTI, SALDATORI ECC. SONO TUTTI LAVORI UOMOCRATICI. FATE INSERIRE LE QUOTE ROSE ANCHE IN QUESTI LAVORI",2025-03-14 12:30:58,"1,741,951,858",
18074437396818490,"@manuela.salzanotruccatrice nel tuo mondo fatto di negazione della realtà, nel mio mondo invece è l'esatto opposto 🤷🏻‍♂️ la mua collega prende più di me e non fa un cazzo tutto il giorno, tanto sgobbo io! Ah già, è vero io sono un uomo bianco etero cisgender, il peggio del peggio, la feccia della società, un potenziale stupratore, un violento dalla nascita, uno da rieducare e decostruire, uno che appartiene alla categoria che fa solo sbagli e che si deve cambiare totalmente dalla radice per avere una società migliore, la mia colpa? Essere nato col pisello.",2025-03-14 12:32:43,"1,741,951,963",18133539895402940
17949852131796859,"Basta vedere le puttanate della Von Der Leyen, oppure è un uomo?",2025-03-14 12:34:11,"1,741,952,051",
18082150021624807,"@luca.gruppo ma va ma ti pare....loro vogliono i posti di rilievo, per loro la parità e l'equità è un buffet dove prendono diritti e privilegi, mentre la responsabilità, e tutte le altre cose negative le lasciano lì.",2025-03-14 12:41:23,"1,741,952,483",18052950998180787
18064279852938044,Il solito articolo schifoso di becera propaganda,2025-03-14 12:44:12,"1,741,952,652",
18050699501227780,Ormai si è creata questa linea di marketing allarmista per la quale siamo in Iran.,2025-03-14 12:44:37,"1,741,952,677",
18042721454126662,"In un'Italia dove a capo dei due partiti politici principali ci sono due donne, e in un'Europa con a capo una donna... L'affermazione più demenziale del mese",2025-03-14 12:45:14,"1,741,952,714",
18132373357403253,Ok che non è proprio gnocca ma mi pareva di ricordare che la Meloni fosse una donna…bho ma magari mi sbaglio.,2025-03-14 12:45:15,"1,741,952,715",
18157167739352231,"@el_perro._.suelto esatto. Questa cosa del buffet mi manda in bestia. E finché si comporteranno così, 1. Non verranno mai prese seriamente  2. Non avranno mai la mia solidarietà e comprensione",2025-03-14 12:45:27,"1,741,952,727",18052950998180787
17906718636104759,Abbiamo un presidente donna💀,2025-03-14 12:46:51,"1,741,952,811",
18001682327740966,"In che modo il sesso della persona al potere favorisce più uomini che donne? La Meloni favorisce particolarmente le donne? Trump favorisce particolarmente gli uomini? Fanno tutti il cazzo che vogliono, guardando solo ai propri interessi.",2025-03-14 12:48:29,"1,741,952,909",
17887288002122202,"Detto da una che diffama, non argomenta e riversa il suo odio verso un intero genere. Torna nel mondo delle fiabe",2025-03-14 12:50:06,"1,741,953,006",18274425565301642
18073864447696444,*androcrazia. Se dovete inventare le parole inventatele bene almeno,2025-03-14 12:50:34,"1,741,953,034",
18277470253270512,"@luca.gruppo facciamo a meno della tua solidarietà e comprensione Luca, grazie del pensiero",2025-03-14 12:50:49,"1,741,953,049",18052950998180787
17953312916794903,"Provo vergogna per voi, siete solo bambine capricciose. Dovreste essere contente che vi lasciamo libere di sbraitare cazzate senza dire nulla e vi va di lusso che non ci fermiamo noi, poi voglio vedere chi costruisce le infrastrutture",2025-03-14 12:50:57,"1,741,953,057",
17870901237317713,"@giuseppe_schilla vedo che sei a buon punto nella decostruzione, complimenti 😂",2025-03-14 12:56:41,"1,741,953,401",18133539895402940
18029183468638142,"Spero ritorni il patriarcato, quello vero.",2025-03-14 13:00:49,"1,741,953,649",
18108840976484686,"Questa sinistra è uguale alla destra di quindi anni fa, stesse strategie retoriche, stesse fallacie logiche, stessi meccanismi ghettizzanti, stesso vuoto di idee concrete, stessi discorsi ciecamente ideologici. Finché non cambia, purtroppo, la Meloni e Trump spadroneggieranno e speriamo che il mondo rimanga in piedi nel frattempo.",2025-03-14 13:09:34,"1,741,954,174",
18293541634171581,@france_fanta «adolescenza di massa» mi pare davvero un'ottima definizione!👏,2025-03-14 13:12:19,"1,741,954,339",18272892310269088
17939352734988027,"@the_hiking_polyglot dimenticavo una citazione meritevole in questo caso: ""ci stiamo ca-ca-ndo sotto!"" 😂",2025-03-14 13:13:09,"1,741,954,389",18063302359809295
18057275375113748,“Se ci fermiamo noi si ferma il mondo” ma queste esattamente in quale mondo vivono? Devono avere un ego smisurato e sono completamente dissociate dalla realtà… oltretutto lo sciopero femminista in Islanda prova esattamente il contrario.,2025-03-14 13:13:27,"1,741,954,407",
18056886425143039,"@nikolas_renzi aspetta, tra poco arriverà qualcuno a scriverti che «non è una donna». Non scherzo. Aspetta e vedrai",2025-03-14 13:14:17,"1,741,954,457",17918574980960672
18015577400696701,😂😂😂,2025-03-14 13:14:20,"1,741,954,460",
18077564773665264,"Spoiler: se vi fermate voi, nessun succede un catso 😂",2025-03-14 13:17:40,"1,741,954,660",
18269733646266202,"@luca.gruppo E poi vai a scoprire che gli uomini che fanno questo lavoro guadagnano anche di meno rispetto a lavori tipo receptionist o hostess, lavori poco faticosi in cui guadagnano relativamente bene.",2025-03-14 13:25:03,"1,741,955,103",18052950998180787
18448264516075229,"Sempre questa contrapposizione tra donne e maschi, non si parla mai di uomini, ma sempre e solo di ""maschi"", come se neanche fossero umani...",2025-03-14 13:29:54,"1,741,955,394",
18076136563739009,"@the_hiking_polyglot ma sei rimasto nel medioevo? Anche noi donne facciamo di questi lavori e in dei paesi, dopo anni e anni di lotte per l'uguaglianza, le percentuali stanno finalmente cominciando ad essere simili.",2025-03-14 13:36:19,"1,741,955,779",18085084672547646
18004651268728047,@mine.strength 😂,2025-03-14 13:36:47,"1,741,955,807",18063302359809295
17924211351030029,"@alessiomoroni_art Oppure delle presidenti della commissione europea o della banca centrale europea donne, no aspetta anche qui... Ecco, magari una segretaria del PD donna! No, aspetta di nuovo... 🤔",2025-03-14 13:38:02,"1,741,955,882",18045411659360434
18079306471659066,Quindi a mellona non ha avaggina non sapevo😂😂😂😂😂,2025-03-14 13:39:26,"1,741,955,966",
18057476803891290,"ma dai un India ci sono più donne che uomini, perché fa così schifo..... sporca ma sporca ma sporca",2025-03-14 13:45:44,"1,741,956,344",
18093324862489315,"Vero, Giorgia Meloni non ha alcun potere in Italia.",2025-03-14 13:48:29,"1,741,956,509",
17854608069351954,Quando schiatterà De Benedetti (il vostro editore) sarà festa nazionale,2025-03-14 13:56:30,"1,741,956,990",
18036130697551497,Il solo mi pare esagerato,2025-03-14 14:08:11,"1,741,957,691",
18059747095998833,Chissà in quale fiaba l'hai letta 😂,2025-03-14 14:12:01,"1,741,957,921",18085084672547646
18108363931483865,"Vez, persino in paesi non sviluppati come l'India e il Pakistan il 50% della forza lavoro nella costruzione di edifici è donna. Bisogna davvero vivere in uno sput0 di paese per pensare che non esistano donne meccanico, camionista o muratrici. Idem vale per la raccolta di frutta e verdura.",2025-03-14 14:15:32,"1,741,958,132",18085084672547646
18098644567515251,E allora a perché esistono più donne di buon costume che uomini? Non mi sembra giusto,2025-03-14 14:19:10,"1,741,958,350",
18073371775829094,😂🙏🏻❤️,2025-03-14 14:21:15,"1,741,958,475",18272892310269088
18110141653477367,"Ancora, in quale fiaba lo hai letto?",2025-03-14 14:24:23,"1,741,958,663",18085084672547646
18046619870075652,Procedono a dare fuoco ad un fantoccio della Meloni.,2025-03-14 14:29:40,"1,741,958,980",
18061068835992679,Il capo dell’ Italia ha letteralmente la fica. 😂😂,2025-03-14 14:29:59,"1,741,958,999",
17900738226137781,"I dati ufficiali dicono che le donne operaie nell'edilizia sono il 7%. Il tuo arrotondamento per eccesso mi sembra un tantino ottimistico... poi indichi il pakistan come paese virtuoso in tal senso. Effettivamente un luogo dove le donne non possono manco tenere le finestre di casa aperte se non c'è l'uomo presente è perfettamente logico che permetta di lavorare alle stesse in cantiere. Vorrei cambiare domanda e chiederti, esuistono nuove droghe di cui magari non conosco l'esistenza? Perché gli effetti allucinogeni su di te sembrano interessanti... 😉😂",2025-03-14 14:36:33,"1,741,959,393",18085084672547646
18275193592271729,@the_hiking_polyglot impara a stirare va,2025-03-14 14:50:07,"1,741,960,207",18085084672547646
18067492510911524,"@federica_mariotti985 pronti! Hai bisogno? Prendo 12€ all’ora, ma solo perché sei una donna vittima del privilegio maschile. 😏",2025-03-14 14:53:38,"1,741,960,418",18085084672547646
17945577401957789,"Purtroppo la caciottara ci ha dato un assaggio, amaro, di cosa significa avere una donna ai vertici..le donne italiane proprio per questa cattiva reputazione dovrebbero scendere in piazza in massa andare a Roma e chiedere lo svolgimento delle camere",2025-03-14 14:56:57,"1,741,960,617",
18169897447322958,@mine.strength Dio NUDM che pazienza hai!,2025-03-14 14:59:10,"1,741,960,750",18085084672547646
18486930727057667,👏,2025-03-14 15:00:49,"1,741,960,849",18073864447696444
18037576736446253,"@the_hiking_polyglot pazienza ed io siamo due parallele che mai si incontreranno, mi diverto più che altro. 😂 Se avessi pazienza proverei a dialogare e capire le ragioni. Purtroppo ragioni da capire nei piagnistei non ce ne sono 😂",2025-03-14 15:01:03,"1,741,960,863",18085084672547646
18074795776783291,E assurdo leggo commenti di donne che si lamentano del sessismo e poi giudicano i commenti di una persona in base al sesso ma si può essere così ipocriti!?!?!,2025-03-14 15:09:44,"1,741,961,384",
18074444314695263,Vogliamo parlare della Ursula?,2025-03-14 15:11:44,"1,741,961,504",
18098557546517151,Sono così indottrinate che non si rendono conto nemmeno che il mondo sta cambiando in loro favore tanto da essere sessista al contrario,2025-03-14 15:15:38,"1,741,961,738",18045411659360434
18043452836121340,"Ma dove avrei indicato il Pakistan come paese virtuoso? E i dati ai quali mi riferisco sono dell'India. Ma ripeto, felice tu nel tuo paesino medievale che crede che sono gli uomini lavorano e le donne non alzano un dito, al massimo stanno a casa.",2025-03-14 15:39:10,"1,741,963,150",18085084672547646
18054102794128512,"Naomi, cucciola, nel suo paesino medievale sanno leggere, nel tuo avanzato manco si ricordano quello che hanno scritto dieci minuti prima, a giudicare da te. 🤦🏻‍♂️😏",2025-03-14 15:47:47,"1,741,963,667",18085084672547646
18492850180034563,"Si su tiktok sicuramente, nella realtà io vedo nelle centrali idroelettriche solo uomini. Praticamente se fanno sciopero gli uomini non avreste nemmeno l'energia elettrica per scrivere tutte ste cazzate.",2025-03-14 15:54:56,"1,741,964,096",18085084672547646
18080591335630239,Quando vanno al potere diventano come gli uomini...,2025-03-14 15:55:40,"1,741,964,140",
17860189404310251,"Ci mancherebbe, vi è caduta la maschera del ""combattiamo per ka parità"" già da molto tempo, avete i giorni contati perché ad oggi non nascondete neanche più la misandria ed è sotto gli occhi di tutti. Voi non volete la parità, volete vendetta, volete rivalsa sociale, siccome le donne in passato sono state discriminate (solo un pazzo può dire il contrario) voi volete far passare alla nuova generazione di maschi (innocenti) ciò che ha passato la vecchia generazione di femmine. Come far pagare ai nuovi tedeschi l'orrore dell'olocausto, follia.",2025-03-14 16:03:36,"1,741,964,616",18133539895402940
18055066909926089,Ls dimostrazione che la stupidità non ha genere e che più stupidi/e si riuniscono più c'è da aver paura,2025-03-14 16:03:48,"1,741,964,628",
18159337357343644,@luca.gruppo tanto non vengono prese seriamente che grazie al governo ce lo stanno buttando al culo già da almeno 7 anni.... La cosa è più seria di quanto crediamo,2025-03-14 16:05:05,"1,741,964,705",18052950998180787
17960022401865894,Il vero giornalismo di sinistra 🤣,2025-03-14 16:11:28,"1,741,965,088",
18070562248848194,hahahahahah 😂,2025-03-14 16:45:30,"1,741,967,130",
18069932185853765,👏👏,2025-03-14 16:51:21,"1,741,967,481",
18057039896027545,"Quando faccio notare che esiste la meloni e mi rispondono con ""eh ma ragiona come un uomo"" quindi quello che fate capire è ""non ce ne frega niente se è donna, deve fare e pensare come diciamo noi"" ergo, non rompete, meritocrazia, le quote rosa sono una stronzata",2025-03-14 16:52:57,"1,741,967,577",
18066459910904333,"Se invece ci fermiamo noi, vi fermate voi e tutto il resto appresso. Vorrei vederlo un mondo di femministe senza netturbini, senza muratori, senza meccanici, senza asfaltisti. Ma dai su smettetela di ragionare solo in base a cosa avete tra le gambe.",2025-03-14 17:19:59,"1,741,969,199",
18039825350187929,"@giuseppe_schilla certo Giuseppe, hai ragione tu ❤",2025-03-14 17:37:55,"1,741,970,275",18133539895402940
17857496328389218,"Mai vista una donna muratore, spazzina, ecc. Per non parlare dei lavori più pesanti..non a caso i morti sul lavoro sono al 97% uomini. I lavori più pesanti e rischiosi li fanno gli uomini e questo è un dato di fatto. Quanto a piagnistei vincete voi però, su questo imbattibili 😂",2025-03-14 17:40:36,"1,741,970,436",18085084672547646
18112586800462648,AHAHAHHAHAHAHAHA MA PORCODDIO,2025-03-14 17:40:51,"1,741,970,451",18085084672547646
18493021807012065,"Ci sarà un motivo, no?",2025-03-14 17:48:48,"1,741,970,928",
